no	class	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16	v17	v18	v19	v20	v21
153	0	-0.78	0.84	2.53	1.91	1.02	2.49	3.16	1.95	1.64	-0.14	-1.48	1.69	1.69	2.48	4.23	4.36	1.77	1.99	2.47	-0.75	-1
154	0	1.04	0.13	2.29	2.31	2.39	1.94	5.73	3.89	2.57	2.48	1.75	2.03	0.14	2.72	2.01	0.76	0.98	1.01	0.04	-0.56	-1.35
155	0	-1.2	0.63	1.57	0.58	1.85	-0.18	2.09	1.48	0.68	1.61	2.71	1.12	3.52	3.19	3.93	3.56	2.24	0.79	0.61	2.32	0.52
156	0	0.56	0.18	1	0.49	2.49	-0.66	0.36	0.43	0.13	2.01	-0.08	1.67	3.56	3.97	5.59	3.33	2.8	2.36	2.35	-0.29	-0.95
157	0	0.89	0.16	0.35	2.58	3.95	3.88	3	2.83	2.15	1.46	3.05	3.18	1.91	0.63	0.86	0.41	1.58	2.92	0.57	-0.18	-0.68
158	0	-0.36	1.11	1.24	1.45	1.53	3.71	4.97	4.01	2.81	2.5	1.38	2.9	0.53	1.05	1.2	1.57	1.32	-0.92	2.36	0.98	-1.63
159	0	0.69	-0.06	0.69	1.7	1.37	1.11	1.51	0.81	0.32	1.9	3.48	1.4	1.41	1.32	5.2	4.61	1.76	0.17	0.42	2.73	0.56
160	0	1.26	0.33	1.46	1.14	3.89	3.51	2.18	1.89	3.55	2.14	2.92	3.52	1.22	1.41	2.6	4.82	1	1.45	1.72	0.04	-0.26
161	0	-1.9	1.48	2.08	3.02	2.17	1.3	2.47	1.78	4.1	2.26	2.46	1.86	2.53	3.75	2.27	1.87	3.95	1.2	3.76	0.11	-1.12
162	0	-0.41	0.64	0.39	1.16	3.5	1.65	4.49	2.27	1.85	1.99	1.45	1.46	1.36	4	4.4	3.35	1.62	0.99	2.05	2.19	0.69
163	0	0.92	1.23	4.58	3.71	3.85	5.22	6.01	3.97	4.83	2.15	1.88	-0.05	1.22	0.99	1.33	-1.04	0.16	1.23	-1.16	1.05	0.78
164	0	-0.54	0.72	-0.37	-0.23	1.2	2.11	3.16	2.06	2.13	1.76	1.63	1.79	4	3.6	4.02	4.53	1.72	1.57	0.83	0.09	1.12
165	0	-0.58	0.55	1.43	4.31	3.22	3.4	6.88	3.56	4.03	1.8	0.75	4.27	1.51	2.03	1.6	1.07	1.99	1.2	0.21	0.8	0.95
166	0	0.18	-1.31	0.59	2.25	4.42	3.84	3.48	1.81	2.81	3.08	1.63	0.48	2.17	0.99	4.25	3.85	1.16	1.18	1.79	0.53	-0.52
167	0	0.79	2.77	1.14	1.63	2.74	4.96	5.7	5.59	3.3	3.34	2.97	2.31	0.35	0.69	-0.98	0.98	2.93	1.33	0.82	-0.04	0.61
168	0	-3.25	1.27	0.88	3.12	2.78	4.03	4.71	3.12	4.15	2.55	1.32	2.71	1.82	1.78	0.77	2.78	1.62	0.24	0.74	-0.6	1.62
169	0	0.38	1.31	2.41	1.36	2.16	2.38	5.04	6.97	1.85	2.06	1.78	1.67	2.05	0.17	0.96	1.41	-1.49	1.67	0.32	1.04	-0.42
170	0	-0.9	0.35	2.71	1.99	2.29	3.76	4.97	5.25	3.71	2.79	2.82	-0.52	-1.27	1.15	-0.09	-0.87	0.71	-0.9	1.63	-0.88	-0.69
171	0	-0.41	0.63	0.34	0.58	2.88	1.86	2.95	3.81	1.55	2.05	-0.5	1.11	1.84	2.84	3.07	1.13	1.36	-0.42	1.15	1.35	-0.58
172	0	-1.66	1.3	1.3	0.96	3.39	4.2	3.9	3.98	2.23	1.06	0.94	2.82	2.77	1.55	2.73	4.4	-0.17	2.08	-0.95	0.04	0.64
173	0	-1.31	1.39	0.01	1.3	1.98	1.71	1.5	2.64	2.27	1.84	1.04	2.24	2.75	3.13	4.3	2.2	3.52	0.52	2.75	0.17	-1.11
174	0	-0.26	-1	0.06	1.04	1.22	0.52	-0.03	2.01	0.78	1.79	3.17	0.51	3.35	6.95	5.11	3.25	1.17	2.04	0.75	-0.64	-0.87
175	0	-1.61	0.87	-0.54	-0.3	1.77	-2.65	-2.11	0.29	0.52	0.82	3.09	1.93	3.91	4.63	5.88	3.9	4.15	3.59	1.98	-1.5	-1.15
176	0	-0.44	-1.33	0.21	-0.56	1.02	2.03	2.47	2.13	2.03	-0.23	4.15	3.77	3.68	4.8	4.84	5.33	2.93	2.97	0.1	0.7	-0.35
177	0	0.77	0.73	2.25	3.2	3.14	2.91	2.83	2.36	2.13	3.66	4.2	1.46	0.47	-0.24	1.79	1.18	1.99	1.27	0.1	-0.46	-3.82
178	0	-0.42	1.09	0.3	2.52	0.91	2.05	2.48	2.11	1.3	1.17	2.56	2.67	3.03	3.56	3.66	1.86	2.08	4.02	1.59	1.92	-0.4
179	0	0.21	3.04	0.82	1.95	3.97	1.61	2.12	3.18	4.25	4.27	1.09	1.06	2.11	0.74	2.62	2.99	1.23	0.61	1.79	2.76	0.5
180	0	0.85	-2.44	1.37	1.24	2.75	3.48	3.97	5.02	2.39	2.88	1.36	2.47	0.1	2.76	2.48	2.31	1.75	0.43	-0.26	0.88	-0.35
181	0	-0.34	1.84	1.28	3.67	5.06	5.6	4.98	6.1	4.12	3.01	2.22	1.45	1.11	1.43	0.57	-0.73	0.09	0.21	-0.15	1.61	0.45
182	0	-0.58	0.86	1.82	0.4	2.13	1.11	2.59	2.65	2.21	3.43	2.88	1.58	1.84	3.2	1.6	2.89	2.46	2.39	0.48	0.77	0.23
183	0	-0.66	2.16	1.77	2.34	2.25	2.65	2.79	0.86	3.01	-0.57	-0.41	2.43	3.06	2.9	5.26	2.92	3.23	0.91	1.42	1.76	-0.36
184	0	-0.83	-0.19	0.48	0.39	0.81	-1.26	0.16	0.32	-0.79	0.04	2.85	4.45	4.77	4.77	6.02	4.45	3.88	3.43	-0.19	0.63	-0.34
185	0	-0.98	0.14	2.91	0.76	2.79	5.8	4.88	3.43	3.77	4.04	1.27	0.83	0.15	-0.25	1.84	2.05	-0.49	-1.06	0.9	1.07	-0.88
186	0	-0.83	0.22	-0.66	1.84	0.95	1.41	0.23	1.52	1.1	1.09	1.92	2.33	4.44	4.79	3.93	3.3	3.7	0.92	2.59	0.44	-0.94
187	0	1.51	-0.26	2.98	1.31	2.31	3.58	2.75	1.39	2.65	2.62	1.41	1.37	2.12	1.95	2.17	2.01	4.44	-0.13	0.42	0.68	1.41
188	0	-0.57	-1.29	1.25	0.98	-0.68	0.81	0.78	0.58	-0.21	1.41	1.75	1.84	4.21	5.6	4.73	5.56	3.53	1.88	2.36	0.6	-0.69
189	0	-0.58	-1.94	1.51	2.21	-0.15	1.56	0.6	-1.45	-1.18	2.81	1.64	2.46	3.33	4.48	4.44	2.93	4.01	2.45	0.8	-1.21	-1.33
190	0	-0.13	1.72	0.26	2.37	2.3	3.42	3.19	2.88	2.39	2.21	1.48	3.16	2.13	2.94	2.02	2.56	0.72	1.12	0.31	-0.31	0.7
191	0	-0.38	1.34	1.23	1.89	2.18	1.28	2.88	3.69	1.91	1.32	0.96	0.33	0.91	1.59	2.91	1.93	2.76	0.04	2.06	0.43	2.24
192	0	-1.18	0.04	0.26	0.99	2.23	3.67	2.15	2.44	2.59	1.87	1.49	1.05	2.95	1.39	3.35	3.35	2.73	1.87	2.29	0.16	0.54
193	0	0.06	1.28	0.74	-0.03	2.52	2.23	3	3.74	1.22	1.98	1.55	2.87	1.46	1.91	3.57	3.34	2.72	1.29	0.25	0.58	0.06
194	0	-1	2.37	1.72	0.08	2.63	2.1	2.69	3.09	2.36	0.25	1.63	1.33	-0.41	1.25	1.69	2.05	1.78	2.04	-1.21	-0.37	0.58
195	0	0.37	1.7	1.11	0.29	0.95	5.1	3.04	2.64	2.64	3.21	0.78	1.07	-0.74	0.87	0.97	1.73	-0.05	-0.02	0.38	1.15	1.07
196	0	0.1	1.3	1.48	1.75	5.05	4.55	4	4.44	3.16	2.76	1.64	0.94	-0.54	-0.04	-0.34	0.24	0.81	-0.17	0.25	2.74	-0.94
197	0	1.71	0.99	2.76	2.03	1.69	4.4	2.22	1.38	1.17	1	2.93	2.44	3.45	3.47	1.68	4.19	2.86	1.06	1.27	0.99	0.76
198	0	1.64	1.74	-0.44	-0.39	1.76	0.24	2.9	2.37	3.03	2.71	2.07	2.44	1.84	3.04	2.09	4.26	2.9	2.42	-0.09	-0.13	0.42
199	0	0.62	-1.05	0.58	0.92	1.32	1.32	0.16	0.19	-0.27	1.52	1.46	3.25	3.77	4.86	3.82	4.06	1.23	3.87	0.93	2.4	0.36
200	0	-1.73	-0.14	1.15	1.67	2.61	3.34	3.94	1.82	2.12	2.34	1.88	1.38	2.22	2.91	3.43	2.67	3.42	1.22	-0.55	0.07	-0.02
201	1	0.71	2.71	1.82	4.07	4.94	4.04	5.71	6.08	3.56	3.66	4.21	0.55	0.33	-0.91	-0.29	-0.52	0.18	0.46	-0.51	0.5	-0.57
202	1	-1.32	-1.2	0.53	-0.55	1.5	1.98	3.63	3.6	4.16	5.06	4.38	4.19	2.05	1.09	2.7	1.43	-1.1	-1.21	-0.28	0.51	0.15
203	1	0.82	0.69	-1.22	2.28	1.71	3.5	3.76	4	5.63	3.37	1.66	1.94	1.39	1.93	0.68	-0.18	0.13	-0.2	-1.08	0.38	-0.06
204	1	-0.15	2.14	2.24	2.05	3.22	6.64	3.96	6.34	5.18	3.21	2.57	2	-0.96	-0.44	2.24	0.27	-2.85	0.39	-0.03	0.56	-0.28
205	1	0.08	-0.49	0.71	1.11	-0.23	3.33	2.11	3.32	4.67	4.24	5.55	4.19	2.84	-0.34	1.86	0.66	-0.24	0.5	-0.83	-0.43	-0.13
206	1	0.59	-0.76	0.2	-0.59	0.75	0.59	4.3	2.42	3	4.64	5.32	5.06	2.61	3.88	1.4	2.16	-0.02	0.89	0.19	-0.59	1.38
207	1	0.36	0.74	-0.8	1.13	0.12	1.46	2.42	3.6	4	3.95	5.29	4.57	1.52	0.48	1.92	2.09	1.72	-0.34	-0.49	0.95	-0.53
208	1	-0.28	-0.4	0.96	0.87	1.7	3.45	4.67	4.61	6.03	3.54	2.62	1.39	1.18	3.81	0.29	-0.16	-0.13	-0.22	-0.67	-0.71	0.38
209	1	-0.51	0.5	2.06	1.46	-0.09	1.97	3.13	3.39	6.1	4.67	3.6	2.44	2.07	1.43	2.18	0.7	-0.18	-2.39	1.28	1.24	-1.13
210	1	0.42	-1.19	0.29	2.24	3.14	1.86	3.78	2.83	2.92	4.86	5.03	2.76	1.57	0.55	-0.09	2.07	0.46	-0.8	0.14	0.27	-0.06
211	1	-0.38	3.15	-1.61	1.81	3.03	3.24	3.15	3.25	2.41	5.26	4.09	2.54	3.59	3.18	2.49	-0.09	-0.09	-0.46	-0.46	-1.16	0.27
212	1	-0.2	0.57	1.4	1.54	3.76	2.92	4.43	3.76	5.14	3	6.02	2.36	4.51	0.86	1.28	-0.22	1.76	0.26	-0.19	0.12	0.4
213	1	2.1	0.03	0.85	1.77	2.39	1.23	4.82	4.11	2.02	3.32	5.01	4.46	1.17	0.4	0.16	1.07	0.43	0.57	-0.29	1.64	-0.28
214	1	-0.16	0.47	0.85	-0.57	0.5	1.83	2.03	1.61	5.16	3.97	7.89	5.56	3.72	2.42	1.23	0.55	0.77	-0.02	0.26	-1.02	0.77
215	1	1.47	-1.08	1.98	0.91	1.01	1.25	2.74	2.17	5.25	3.76	4.67	2.97	2.19	2.95	2.11	0.76	-2.13	0.53	0.2	2.16	0.16
216	1	1.03	1.29	1.47	0.39	3.09	3.51	5.46	6.32	5.08	4.48	-0.03	-0.29	-0.48	1.13	0.56	0.97	-1.05	1.03	-0.05	-0.86	-0.01
217	1	0.06	1.1	-0.55	1.49	0.94	4.29	5.37	5.09	5.39	3.85	4.14	0.47	0.95	-0.36	1.59	0.08	-0.23	0.26	-0.41	-0.26	1.39
218	1	-0.75	0.45	0.06	1.21	2.98	2.04	5.44	3.18	4.33	2.92	3.04	2.59	0.71	0.26	0.89	0.22	-1.5	-1.16	1.18	0.51	-0.35
219	1	-0.28	1.52	1.96	1.12	0.06	1.39	3.82	2.74	4.58	4.23	7.46	3.46	2.26	2.73	1.04	0.87	2.13	2.01	0.7	-1.5	0.19
220	1	-0.62	0.75	0.2	0.48	0.89	0.98	1.85	3.4	3.76	4.47	6.78	3.69	3.29	2.07	1.47	1.54	-2.18	-1.56	-0.21	-0.41	2.1
221	1	0.27	2.67	0.96	2.67	3.44	5.53	6.85	5.59	3.14	2.79	1.49	0.23	-0.13	0.35	0.92	-1.29	0.81	-0.04	0.2	-2.02	-1.57
222	1	-0.67	1.67	1.55	4.06	3.58	5.12	4.88	3.94	4.76	3.84	2.58	1.61	1.51	0.74	0.81	0.85	0.09	1.2	1.44	-1.33	-1.26
223	1	1.11	-0.89	-2.79	-0.41	0.59	0.15	3.55	3.48	5.43	6.22	5.21	2.81	3.61	0.62	2.58	1.02	0.5	0.16	0.33	1.72	1.36
224	1	-0.94	1.39	1.69	0.6	3.45	2.99	5.45	4.05	2.39	4.87	3.18	0.35	3.02	-0.07	-0.95	-0.09	0.76	-0.59	-2.9	-0.72	0.26
225	1	0.16	0.81	0.72	2.32	-0.26	2.43	4.33	3.89	4.25	5.6	3.89	4.37	2.82	1.99	0.65	1.96	0.38	0.44	0.83	1.86	0.65
226	1	1.96	-0.52	0.12	0.64	0.83	1.04	2.93	3.55	4.61	4.7	5.3	3.49	2.69	2.31	-0.05	0.01	-1.9	0.03	0.74	-2.09	0.47
227	1	0.25	2.29	2.25	0.82	2.5	4.56	4.39	4.96	2.99	4.19	0.91	0.74	0.23	3.16	-1.45	-1.22	-0.21	-1.4	-1.67	0.53	0.58
228	1	-0.76	0.51	0.82	0.83	2.2	3.88	4.26	3.97	3.61	4.5	3.39	1.21	2.22	0.12	-0.2	0.35	2.44	-0.43	-0.5	1.15	0.07
229	1	1.27	-0.36	-0.15	3.61	3.1	3.13	6.5	2.48	2.65	3.96	3.37	3.68	0.59	0.39	0.33	1.08	0.52	-0.29	0.08	-1.59	-2.1
230	1	0.74	1.2	2.28	2.44	0.99	4.74	3.25	3.33	4.86	3.78	5.15	3.35	0.97	1.22	-1.16	-0.33	0.71	-0.68	0.81	-0.17	-0.14
231	1	1.08	1.21	0.84	2.83	4.13	3.8	5.58	3.46	3.65	4.25	2.78	1.56	0.49	1.52	1.18	1.64	-1.63	-0.57	0.25	-0.52	1
232	1	-1.35	0.93	1.37	2.13	1.44	1.51	3.39	3.74	3.95	3.23	4.49	4.43	3.43	3.2	1.37	-0.46	-1.48	2.16	0.28	-0.45	2.36
233	1	-0.63	0.96	-0.6	1.58	-0.06	1.36	2.67	3.84	5.79	5.37	6	4.48	1.74	4.65	1.63	1.6	0.85	-2.67	0.5	-0.45	1.93
234	1	-0.61	-0.73	-0.3	2.1	0.59	3.51	5.82	6.14	3.71	3.42	4.91	1.85	2.47	1.46	1.73	2.04	-2.09	0.45	2.07	0.58	0.32
235	1	0.1	-0.1	1.6	3.49	4.42	6.39	5.44	4.98	3.87	2.34	2.42	-0.49	0.11	1.36	-0.58	-0.21	-0.49	-0.4	-0.4	1.58	-0.6
236	1	-0.48	0.28	1.19	3.06	4.61	5.92	4.69	5.65	5.79	1.74	1.85	1.08	-1.6	-0.46	0.26	-0.64	-0.61	-0.28	0.9	-0.62	1.17
237	1	0.68	1.19	1.86	0.73	4.91	2.82	6.46	5.29	4.45	2.91	3.81	1.34	0.83	1.54	1.1	-0.52	0.23	-0.16	-0.75	-0.29	0.29
238	1	0.65	3.4	1.86	2.36	3.22	3.22	6.83	3.59	4.24	3.14	1.68	3.12	2.03	0.21	1.58	-0.33	0.16	-0.59	1.41	-2.55	0.53
239	1	0.39	1.67	-0.35	2.28	0.82	2.52	1.3	4	3.73	4.19	3.82	4.66	1.31	3.91	3.66	0.29	1.52	0.72	0.14	1.62	-0.53
240	1	-0.54	2.21	2.91	3.18	4.54	6.26	4.96	3.52	6.88	2.19	3.82	1.51	1.22	1.74	0.81	0.02	-1.14	2.31	1.04	-1.11	0.26
241	1	2.08	-0.78	1.2	0.15	2.26	2.66	5.25	5.21	3.87	3.97	2.69	2.08	3.04	-0.4	1.57	-0.12	1.17	-0.63	-0.31	-1.39	0.2
242	1	1.47	0.84	1.14	3.23	4.5	2.05	3.98	5.03	3.9	3.01	4.43	1.75	0.38	-1.08	0.36	0.75	-1.7	-0.38	-0.51	-0.51	1.41
243	1	-0.22	2	2.09	0.66	4.74	3.42	6.67	4.17	5.56	2.43	2.55	2.49	0.43	0.57	2.36	0.73	0.49	0.31	-0.79	0.74	0.41
244	1	-0.61	0.33	-0.15	0.53	3.37	1.33	4.13	4.74	3.4	2.82	5.11	2.95	2.78	3.04	-0.14	1.87	0.06	0.56	-0.36	-0.83	0.49
245	1	0.46	0.3	-0.03	-0.03	-0.07	2.75	3.81	2.44	3.77	2.49	4.71	5.67	3.03	2.36	1.47	-0.36	-0.08	0.32	-0.7	-0.47	-0.48
246	1	-0.08	-1.16	2.75	2.2	0.06	1.94	5.98	2.3	3.61	2.79	4.23	3.06	4.62	-1	0.83	1.17	-1	-0.4	-1.22	-0.03	-0.06
247	1	-1.76	-0.29	0.68	0.05	1.21	1.18	1.74	3.3	4.67	5.06	5.2	5.51	3.56	2.12	1.13	0.35	1.31	-0.13	0.05	-0.79	0.95
248	1	-1.03	-0.2	0.94	1.09	0.99	1.66	3.42	3.06	2.7	5.57	5.08	3.81	3.47	2.05	1.28	-1.02	0.55	0.53	-0.86	0.99	0.12
249	1	0.74	0.91	0.9	1.69	3.48	3.75	5.29	4.05	3.31	5.81	2.16	5.23	2.76	1.07	0.32	-0.85	1.7	1.45	-0.74	0.49	1.35
250	1	0.08	1.83	2.13	5.75	4.72	5.4	5.86	5.09	3.76	3.34	3.72	1.95	1.17	-1.48	-1.32	0.76	-1.4	0.07	-0.68	0.32	-0.24
251	1	0.79	0.86	-0.68	-0.92	-1.6	-0.11	2.09	2.18	4.4	5.69	4.87	5.55	5.16	3.2	1.73	0.24	1.39	-1.42	-0.25	-1.83	0.7
252	1	-0.24	-0.73	0.12	1.46	2.68	5.14	4.4	3.02	3.53	4.94	3.57	2.69	1.15	0.84	0.96	-0.28	-0.73	-1.03	-0.49	0.68	0.05
253	1	0.25	0.7	4.14	1.24	4.36	4.93	5.6	5.5	4.58	3.51	-0.03	0.63	0.79	0.47	-1.11	1.27	0.24	1.82	1.1	-0.94	0.22
254	1	-0.19	1.21	1.95	2.82	3.37	4.26	6.37	3.41	2.18	1.9	3.37	0.13	1.83	1.88	1.01	0.74	0.24	-0.41	0.58	1.84	0.07
255	1	1.51	-0.88	1.61	1.47	0.6	2.12	2.75	4.48	4.93	4.11	5.22	4.6	1.75	1.17	1.5	1.29	-0.96	-0.68	0.4	-0.25	-1.31
256	1	0.37	0.44	1.32	2.31	2.2	0.4	2.43	3.88	4.41	3.67	4.27	4.47	2.18	2.45	-1.28	1.36	-0.3	0.9	-0.51	0.31	0.01
257	1	-0.97	2.05	1	2	1.59	3.26	5.11	4.98	3.12	4.13	2.68	1.81	1.86	0.63	1.1	1.08	0.62	-1.02	-0.52	-1.76	1.26
258	1	-0.71	0.15	0.85	-0.21	0.77	0.92	1	5.47	4.07	4.54	2.89	4.5	4.62	2.97	2.24	1.62	0.3	0.08	-0.09	0.81	-0.49
259	1	-1.6	1.41	-1.31	1.88	2.4	2.42	3.85	4.03	3.42	5.8	4.82	4.61	1.25	2.16	0.69	0.71	-1.28	0.51	-0.24	-0.04	-1.2
260	1	0.95	-0.79	1.64	2.23	4.72	2.83	5.75	4.06	3.47	4.63	2.89	3.08	0.33	0.16	0.67	0.2	-0.34	-1.11	1.58	0.68	-0.65
261	1	-0.73	-0.15	0.19	-0.9	0.84	2.28	4	1.22	3.49	4.37	5.16	4.22	3.9	3.57	2.23	-0.69	-1.05	0.61	1.29	-1.12	-0.77
262	1	1.27	1.25	0.04	4.49	3.97	4.58	6.1	4.64	4.26	3.93	1.37	1.15	-1.04	-0.24	1.26	0	2.04	-0.29	-2.15	-0.16	0
263	1	-0.03	0.76	0.38	1.69	-0.69	0.8	3	2.11	3.25	6.14	4.81	3.56	1.66	3.01	1.22	0.36	-0.45	0.06	-0.06	1.38	0.54
264	1	0.26	-0.13	-2.48	0.96	1.97	3.61	3	3.32	5.09	5.57	4.74	5.49	3.19	2.7	1.77	1.17	-1.01	-0.26	0.31	-1.24	0.17
265	1	-0.22	1.06	-0.72	-1.02	0.79	2.14	1.81	2.6	3.46	3.93	5.57	5.87	4.34	5.69	1.94	-0.29	-0.53	0.4	0.28	-0.63	0.98
266	1	-1.9	-0.63	1.45	1.57	2.68	1.61	4	4.21	2.54	4.72	4.05	1.22	3.61	1.26	1.76	0.05	-0.08	-1.04	-1.7	-0.42	-0.47
267	1	0.46	0.67	-1.47	0.85	1.48	1.22	3.59	3.28	4.78	5.31	4.32	3.41	3.19	3.78	1.46	1.09	0.04	0.48	-0.27	0.27	1.62
268	1	-1.48	1.45	-1.07	-0.39	-0.16	1.04	2.74	2.33	2.05	4.75	6.38	5.76	0.83	2.06	1.26	3.44	1.66	0.1	-0.4	-0.5	-0.19
269	1	-0.4	-0.77	0.48	-0.44	1.01	-0.21	3.4	3.27	1.84	3.87	6.48	5.29	2.73	2.09	1.63	0.44	1.42	1.4	-0.17	1.33	0.01
270	1	0.07	0.06	0.83	2.18	4.38	5.63	6.98	4.79	4.33	3.67	2.59	0.47	-0.34	0.71	1.26	0.22	-0.68	-1.36	0.15	-1.53	0.5
271	1	-0.24	-1.56	0.91	3.27	3.97	4.47	4.95	5.65	3.26	2.13	2.96	3.31	1.25	3.46	0.12	-0.8	-0.5	0.54	-0.62	0.91	-1.13
272	1	0.02	-1.22	-1.07	1.04	-1.58	1.33	1.03	3.79	3.75	5.23	5.82	4.45	2.88	3.29	4.66	1.24	-0.09	-0.61	0.53	1.45	0.57
273	1	-1.05	-0.43	-0.13	-0.61	2.25	1.13	1.78	1.05	3.28	4.12	5.08	4.76	3.67	0.72	1.95	1.6	-0.17	-0.01	1.57	1.06	-1.36
274	1	0.09	1.73	2.03	1.87	2.88	4.58	6.25	5.61	3.63	4.22	1.1	1.31	-0.14	2.4	0.9	-1.93	0.48	-0.26	0.95	0.51	1.25
275	1	0.63	-0.82	0.49	3.51	1.97	1.86	4.3	5.42	3.59	3.72	2.7	4.35	2.19	1.77	2.32	1.1	0.49	-0.75	-0.07	0.15	-0.37
276	1	-1.24	0.14	-0.62	-0.76	-0.33	0.49	2.19	2.92	3.81	4.92	5.63	5.53	2.43	2.03	1.73	1.81	2.04	1.69	-1.65	0.31	1.28
277	1	-1.1	0.83	1.86	-0.27	1.95	1.29	3.48	4.25	2.6	3.82	3.37	2.36	-0.54	1.47	2.7	-0.81	1.52	-1.58	-0.81	1.94	-1.57
278	1	-0.08	1.8	2.73	3.1	4	2.37	4.94	5.52	4.4	2.86	1.75	2.52	2.02	0.38	0.39	1.97	0.61	0.88	0.67	-2.31	-1.75
279	1	1.66	1.29	3.29	4.21	3.67	3.95	6.1	2.8	5.25	1.45	0.79	2.3	-0.62	0.15	0.57	-0.04	0.74	0.89	-0.03	-1.42	-1.76
280	1	-0.06	1	1.35	-0.64	0.98	2.95	2.18	4.4	2.78	3.63	5.15	1.18	1.82	0.97	1.84	0.42	1.76	1.26	2.34	-0.5	-0.57
281	1	1.01	2.75	-0.56	0.6	0.82	0.48	2.33	2.08	6.47	5.22	3.96	6.18	3.19	4.33	1.29	1.45	-0.48	1.51	-0.85	-0.64	0.51
282	1	0.28	1.43	-0.28	1.65	3.11	3.36	5.49	6.04	4.03	3.97	3.06	1.45	1.68	1.18	-0.62	-0.09	0.82	0.52	1.3	0.85	-0.54
283	1	0.63	0.71	1.18	0.23	0.11	4.37	5.97	2.71	3.01	4.34	4.3	4.34	2.41	-0.64	1.23	2.33	-0.77	-0.47	0.42	0.07	-0.7
284	1	0.51	-0.41	-0.17	1.39	2.36	2.41	3.64	4.2	4.54	4.9	5.38	3.99	3.63	1.36	-0.44	1.94	-0.3	-1.05	-0.05	0.51	-0.91
285	1	-2.84	0.75	1.21	2.19	3.53	4.65	5.7	6.23	4.89	2.07	2.27	0.49	2.12	0.58	1.03	0.38	0.33	-0.41	-0.53	-0.49	-0.09
286	1	-0.88	-1.9	-0.26	1.66	-0.52	0.26	2.21	4.98	5.54	4.98	4.49	3.55	1.81	1.63	-0.63	0.63	-0.77	0.95	-2.14	0.62	1.1
287	1	-2.06	1.1	1.98	2.03	4.15	3.11	5.82	3.2	4.28	4.49	3.06	1.26	1.33	1.67	0.92	-1.65	1.16	0.55	0.15	1.3	0.36
288	1	-0.59	-0.02	0.72	3.06	2.45	4.01	6.3	3.51	2.31	3.98	3.44	0.65	0.65	-0.05	1.32	0.12	0.5	-1.84	-0.07	0.45	0.31
289	1	0.84	-0.63	0.86	0.57	1.17	1.61	3.44	3.06	3.25	3.33	6.04	3.23	3.33	2.75	1.24	2.16	0.39	0.14	-0.14	0.29	-0.96
290	1	-0.3	0.37	3.16	2.05	3.89	2.86	7.74	7.25	2.79	2.82	2.85	0.64	0.65	0.66	0.41	-1.15	-0.47	-0.71	-0.45	-0.45	-0.16
291	1	0.15	-0.09	1.02	0.34	1	0.16	0.46	3.68	2.62	5.95	7.57	5.55	5.5	0.58	2.92	0.37	-1.25	-0.16	-1.6	0.47	0.19
292	1	-2.95	0.22	-1.43	1.88	1.35	5.11	3.13	5.36	4.13	4.41	3.15	2.77	3.17	1.2	1.05	-0.94	-0.23	-1.39	-1.19	-0.62	-1.07
293	1	1.86	0.03	0.84	1.81	2.35	1.95	3.78	3.25	3.73	4.22	3.64	3.78	1.6	2.25	2.39	1.63	-1.35	-1.09	0.57	0.43	-0.31
294	1	-1.31	-0.43	1.57	-0.74	-0.22	2.15	2.18	3.03	4.33	6.2	5.8	3.84	2.43	4.49	1.13	0.2	-0.64	0.92	0.17	-0.57	1.58
295	1	0.2	1.35	1.44	2.29	0.79	3.52	3.91	4.18	3.88	4.44	4.16	1.16	2.08	0.25	0.39	0.49	0.23	-0.32	-1.17	0.71	0.64
296	1	0.94	1.27	1.53	-0.15	1.48	4.42	1.82	6.19	4.28	4.95	3.5	4.5	2.06	1.19	0.83	-1.08	-0.52	0.99	-2.08	-0.46	0.01
297	1	-1.19	0.58	-0.72	-0.99	0.92	1.74	0.17	3.54	3.79	4.23	5.28	3.68	4.37	2.69	1.19	1.29	0.74	-0.58	0.81	1.04	-0.87
298	1	-0.01	-1.21	0.61	-0.02	0.38	3.04	3.31	3.84	3.47	6.62	3.8	4.45	3.98	1.11	0.24	0.67	-0.84	2.49	0.33	0.95	0.61
299	1	1.67	1.7	0.39	-0.28	0.85	0.39	3.66	5.51	2.54	4.47	5.18	1.05	1.65	2.1	0.23	0.65	-0.79	0.17	0.27	0.62	-0.32
300	1	0.18	1.25	2.09	0.72	1.22	2.69	3.77	3.21	6.49	3.71	3.72	3.42	3.62	0.35	1.69	1.23	0.22	0.16	-1.07	0.73	-1.02
301	1	1.01	1.25	1.59	0.86	1.65	2.51	3.98	4.47	3.43	5.26	4.47	3.1	1.6	1.43	0.1	1.63	-1.15	1.73	-1.53	-0.13	-1.68
302	1	0.9	0.26	1.19	1.08	3.97	3.4	6.14	4.82	3.67	3.38	3.05	1.16	0.21	1.32	0.18	0.26	0.08	1.96	0.02	0.18	-0.16
303	1	-0.64	1.04	0.98	1.59	1.7	1.95	4.82	1.72	4.82	2.46	4.39	4.01	2.63	2.54	0.45	1.51	-0.82	1.15	2.6	-0.99	0.17
304	1	-0.5	0.52	-0.94	2.29	0.46	0.44	1.58	3.03	3.7	3.41	4.13	3.48	2.28	2.88	1.82	0.85	0.08	0.04	0.09	-0.03	1.27
